0,350,0,350
111
500
0,219,114
1,0,222
2,167,106
3,275,336
4,40,321
5,322,250
6,51,83
7,256,263
8,342,233
9,234,230
10,177,215
11,91,265
12,121,166
13,322,91
14,276,204
15,282,156
16,110,83
17,16,298
18,59,52
19,138,37
20,75,91
21,212,83
22,288,22
23,166,92
24,217,76
25,150,323
26,11,294
27,188,115
28,300,4
29,233,40
30,4,125
31,143,163
32,258,92
33,74,247
34,123,246
35,177,140
36,294,241
37,184,258
38,171,314
39,33,22
40,41,245
41,18,241
42,193,23
43,178,240
44,132,86
45,124,225
46,163,322
47,301,127
48,34,54
49,88,336
50,273,94
51,175,87
52,325,15
53,227,67
54,334,14
55,61,46
56,115,346
57,22,173
58,294,208
59,240,31
60,305,214
61,94,148
62,236,13
63,285,72
64,313,224
65,27,274
66,48,178
67,308,227
68,346,120
69,87,193
70,141,196
71,116,254
72,265,336
73,17,214
74,255,37
75,252,37
76,290,243
77,79,69
78,220,8
79,55,78
80,251,346
81,12,187
82,298,312
83,289,97
84,109,226
85,189,102
86,25,138
87,72,108
88,208,10
89,43,347
90,305,8
91,64,144
92,182,319
93,14,185
94,77,2
95,118,207
96,62,208
97,327,219
98,270,70
99,134,84
100,167,207
101,107,32
102,278,138
103,204,41
104,180,27
105,44,231
106,300,117
107,317,125
108,40,118
109,108,47
110,322,174
111,169,186
112,140,12
113,186,175
114,206,231
115,249,196
116,342,342
117,87,62
118,235,289
119,229,143
120,202,215
121,170,311
122,277,55
123,292,332
124,179,338
125,144,149
126,233,213
127,197,13
128,350,265
129,290,143
130,342,296
131,57,120
132,326,345
133,247,177
134,57,262
135,271,142
136,290,245
137,218,336
138,316,58
139,254,333
140,8,232
141,102,334
142,141,45
143,315,63
144,236,213
145,71,154
146,202,111
147,266,132
148,25,153
149,133,166
150,201,10
151,336,35
152,145,263
153,96,72
154,263,117
155,281,62
156,15,265
157,50,249
158,267,71
159,48,201
160,85,312
161,158,333
162,263,102
163,348,308
164,198,222
165,198,150
166,224,277
167,166,157
168,259,70
169,6,53
170,107,19
171,100,138
172,261,335
173,71,204
174,287,41
175,342,286
176,265,335
177,5,52
178,165,288
179,38,27
180,20,342
181,126,47
182,103,45
183,70,258
184,142,32
185,274,207
186,216,304
187,39,326
188,114,192
189,62,15
190,300,202
191,315,348
192,88,335
193,139,60
194,104,79
195,160,305
196,350,203
197,69,221
198,96,52
199,321,124
200,88,325
201,232,61
202,75,334
203,314,338
204,247,122
205,287,125
206,266,40
207,92,253
208,239,313
209,212,20
210,113,138
211,183,231
212,165,243
213,137,149
214,291,286
215,115,33
216,153,158
217,90,293
218,286,212
219,249,349
220,247,4
221,279,68
222,161,17
223,225,240
224,119,297
225,48,97
226,298,77
227,234,109
228,325,170
229,160,310
230,166,47
231,196,52
232,304,177
233,193,113
234,227,55
235,17,123
236,2,304
237,70,327
238,242,120
239,277,345
240,44,281
241,304,28
242,82,56
243,148,143
244,307,212
245,37,12
246,217,224
247,204,200
248,313,326
249,102,130
250,19,181
251,189,19
252,57,140
253,137,119
254,70,56
255,143,228
256,258,6
257,111,262
258,24,210
259,1,154
260,189,79
261,250,233
262,141,164
263,240,35
264,162,48
265,125,65
266,195,318
267,166,285
268,78,278
269,162,325
270,2,17
271,281,319
272,311,180
273,24,260
274,36,345
275,268,124
276,187,310
277,309,81
278,293,12
279,309,274
280,329,326
281,28,182
282,66,32
283,207,317
284,221,143
285,288,5
286,280,349
287,295,255
288,39,195
289,332,41
290,15,51
291,338,154
292,340,198
293,158,24
294,333,131
295,280,319
296,8,92
297,76,73
298,249,310
299,47,146
300,92,191
301,314,292
302,77,277
303,246,16
304,116,6
305,187,200
306,253,172
307,211,42
308,137,241
309,1,163
310,230,267
311,186,128
312,128,312
313,285,25
314,201,60
315,274,94
316,244,213
317,189,275
318,303,141
319,145,229
320,323,21
321,163,134
322,222,181
323,35,167
324,139,119
325,209,82
326,233,155
327,111,158
328,234,340
329,110,63
330,271,200
331,91,336
332,332,205
333,60,83
334,114,180
335,178,43
336,46,19
337,72,90
338,202,341
339,78,347
340,5,101
341,120,220
342,21,57
343,285,289
344,200,47
345,335,271
346,182,121
347,245,52
348,4,47
349,23,117
350,37,332
351,244,68
352,298,186
353,328,65
354,71,200
355,83,255
356,84,296
357,315,297
358,57,16
359,284,289
360,278,126
361,169,22
362,25,266
363,344,160
364,175,49
365,217,42
366,149,42
367,248,52
368,5,310
369,277,85
370,262,270
371,316,346
372,159,277
373,181,343
374,219,190
375,220,139
376,314,5
377,10,301
378,73,168
379,152,156
380,228,323
381,113,262
382,124,30
383,121,66
384,125,2
385,186,308
386,42,294
387,141,80
388,305,258
389,180,110
390,293,37
391,219,245
392,294,277
393,106,143
394,26,247
395,241,41
396,42,195
397,26,23
398,74,9
399,184,102
400,333,296
401,78,187
402,0,323
403,243,40
404,190,74
405,159,269
406,139,86
407,215,147
408,276,210
409,336,234
410,137,80
411,339,254
412,117,64
413,337,146
414,130,241
415,9,213
416,349,211
417,92,5
418,349,83
419,127,309
420,172,328
421,59,37
422,220,100
423,156,214
424,255,153
425,50,216
426,167,169
427,264,184
428,27,270
429,213,118
430,214,314
431,134,135
432,48,138
433,312,304
434,234,30
435,238,20
436,153,233
437,263,262
438,275,156
439,248,251
440,21,185
441,3,316
442,49,157
443,126,283
444,248,11
445,52,162
446,97,151
447,155,55
448,269,218
449,219,141
450,135,274
451,69,47
452,317,278
453,308,205
454,220,260
455,310,128
456,34,241
457,38,55
458,162,8
459,51,78
460,287,34
461,341,136
462,58,132
463,10,167
464,37,266
465,300,253
466,202,295
467,208,49
468,250,110
469,147,18
470,36,187
471,161,122
472,218,116
473,333,68
474,89,303
475,34,221
476,22,281
477,349,12
478,296,90
479,210,38
480,222,45
481,332,121
482,76,9
483,239,183
484,49,312
485,72,69
486,135,1
487,200,203
488,90,131
489,284,173
490,59,57
491,276,247
492,263,87
493,339,123
494,86,3
495,216,233
496,231,277
497,120,336
498,166,346
499,81,335
1210
0,472
0,429
0,422
0,227
1,415
1,140
1,73
1,41
2,389
2,23
2,346
2,471
3,239
3,72
3,176
3,286
3,295
4,187
4,484
4,350
4,180
5,409
5,411
5,388
5,8
5,128
6,459
6,79
6,333
6,225
7,437
7,370
7,439
7,491
8,409
8,97
8,411
8,416
9,223
9,391
9,261
9,246
9,126
9,144
9,316
10,100
10,305
10,211
10,164
11,355
11,207
11,268
11,302
12,327
12,149
12,334
12,213
12,188
13,277
13,473
13,226
13,106
13,418
14,185
14,330
14,408
14,218
14,448
15,438
15,129
15,135
15,489
16,194
16,153
16,383
16,265
17,26
17,377
17,368
17,236
18,490
18,55
18,451
18,254
18,421
18,457
19,184
19,142
19,366
19,181
19,382
20,337
20,333
20,87
20,297
21,325
21,24
21,53
21,422
22,313
22,278
22,460
22,390
22,90
22,241
22,285
23,51
23,399
23,389
24,325
24,53
24,201
25,161
25,269
25,46
25,229
25,312
25,419
26,377
26,236
26,476
27,233
27,346
27,389
27,311
27,146
27,399
28,90
28,278
28,285
28,376
29,263
29,395
29,59
29,403
29,347
29,367
29,434
29,480
30,235
30,349
30,86
30,340
31,262
31,379
31,216
31,149
31,213
32,492
32,162
32,50
32,315
33,355
33,183
33,134
33,207
34,414
34,71
34,308
34,381
34,84
34,257
35,311
35,321
35,167
35,471
35,165
36,136
36,76
36,465
36,287
36,67
36,491
37,317
37,43
37,212
37,372
38,121
38,46
38,92
38,269
38,195
38,229
38,385
39,179
39,397
39,245
39,336
39,270
40,456
40,157
40,105
40,394
40,134
41,394
41,140
41,456
41,273
42,251
42,127
42,104
42,150
43,211
43,212
43,164
44,99
44,410
44,406
44,387
45,341
45,84
45,308
45,414
45,95
46,269
46,420
46,161
46,121
46,124
46,195
46,229
47,455
47,106
47,318
47,205
48,457
48,342
48,290
48,79
49,192
49,331
49,499
49,339
49,56
49,141
49,200
50,315
50,369
50,162
50,492
50,83
51,260
51,404
51,85
52,320
52,54
52,376
52,151
52,477
53,201
53,234
53,325
54,320
54,477
54,376
54,151
55,451
55,421
55,254
55,282
55,490
56,497
56,141
56,331
57,250
57,281
57,440
57,93
57,81
57,148
57,259
57,309
57,323
57,463
58,190
58,218
58,60
58,244
58,453
59,263
59,434
59,403
59,395
60,244
60,453
60,64
60,67
60,190
61,446
61,171
61,393
61,327
61,378
61,488
62,435
62,303
62,220
62,444
62,78
63,221
63,155
63,226
63,369
63,478
64,67
64,244
64,97
65,428
65,476
65,362
65,464
65,156
65,240
65,386
66,470
66,323
66,445
66,396
67,244
68,493
68,294
68,481
68,461
69,300
69,401
69,173
69,354
70,423
70,95
70,341
70,100
71,381
71,257
71,414
71,450
72,176
72,172
72,139
72,239
72,286
73,258
73,415
73,475
73,140
74,75
74,206
74,403
74,395
75,403
75,395
75,263
75,206
76,136
76,465
76,287
76,388
76,491
77,297
77,485
77,117
77,254
77,242
78,209
78,88
78,435
79,459
79,333
79,485
79,225
79,337
80,219
80,172
80,139
80,176
80,328
81,93
81,250
81,440
82,433
82,248
82,357
82,271
82,343
83,478
83,369
83,315
84,341
84,95
85,399
85,389
85,233
85,146
86,148
86,235
86,108
86,259
87,131
87,337
87,488
88,150
88,209
88,127
89,274
89,350
89,187
89,180
90,376
90,278
90,285
91,252
91,145
91,462
91,442
91,432
92,276
92,420
92,385
92,266
92,338
93,250
93,440
94,482
94,398
94,494
94,417
94,189
95,341
95,188
96,354
96,173
96,425
96,197
96,159
97,332
97,409
97,196
97,292
98,158
98,221
98,155
98,168
98,122
99,410
99,406
99,387
100,423
100,305
100,111
101,215
101,182
101,170
101,109
102,135
102,129
102,147
102,360
102,205
102,275
103,479
103,344
103,307
103,467
103,231
104,251
104,361
104,335
105,456
105,475
105,425
106,455
106,205
106,107
107,199
107,455
107,481
107,294
108,131
108,349
108,462
108,432
108,296
109,182
109,198
109,215
110,228
110,272
110,232
110,291
110,363
111,113
111,426
111,305
112,469
112,486
112,384
112,293
112,304
113,426
113,167
113,247
114,164
114,495
114,246
114,391
115,483
115,427
115,316
115,144
115,133
116,132
116,280
116,371
116,191
117,242
117,153
117,198
117,297
118,166
118,496
118,186
118,298
119,284
119,375
119,449
119,326
119,407
120,164
120,487
120,246
120,305
120,247
121,229
121,195
122,155
122,221
122,174
122,206
123,295
123,271
123,239
123,286
124,373
124,420
124,498
124,338
125,243
125,213
125,379
125,216
125,431
126,144
126,316
126,246
126,261
127,150
127,251
127,209
128,411
128,345
128,175
129,318
129,438
130,400
130,175
130,163
130,452
131,462
131,432
132,371
132,191
132,203
132,248
133,306
133,483
133,427
134,183
134,157
135,147
135,438
135,424
136,465
136,287
136,388
136,491
137,380
137,328
137,338
137,283
138,143
138,353
138,473
138,289
138,418
139,172
139,176
139,208
139,298
140,394
140,415
141,331
141,192
141,419
141,497
142,366
142,184
142,447
142,181
142,193
142,382
143,353
143,226
143,473
143,277
143,289
144,316
145,378
145,252
145,445
146,233
146,429
146,472
147,275
147,360
147,154
147,424
148,323
148,463
149,262
149,213
149,334
150,209
150,251
151,289
151,320
151,477
152,450
152,405
152,372
152,443
153,194
153,329
154,275
154,468
154,360
154,204
155,221
155,158
156,273
156,362
156,428
157,456
157,464
158,168
158,221
159,396
159,288
159,470
159,197
159,425
160,474
160,200
160,237
160,356
161,269
161,498
162,315
162,468
162,238
163,400
163,280
163,175
164,211
164,495
165,407
165,449
165,375
166,496
166,310
166,454
167,426
167,216
167,379
168,351
168,492
169,177
169,348
169,290
169,342
170,304
170,215
170,417
170,384
171,393
171,249
171,488
171,210
171,446
172,176
172,208
172,219
173,354
173,197
173,300
173,401
174,390
174,460
174,313
174,241
175,400
175,345
176,219
176,239
176,271
176,286
176,295
177,348
177,290
177,342
178,267
178,372
178,195
178,405
178,317
179,336
179,397
179,245
180,274
180,350
180,187
180,402
181,193
181,215
181,382
182,198
182,215
183,355
183,302
184,366
184,469
184,293
185,408
185,330
185,448
185,218
186,430
186,283
186,466
187,350
187,484
187,274
188,334
188,300
189,358
189,398
189,482
190,453
190,244
190,352
191,371
191,203
191,248
192,331
192,499
192,200
192,202
192,339
193,265
193,447
194,412
194,329
195,229
195,267
196,416
196,292
196,332
197,425
198,329
199,481
199,455
199,294
200,499
200,331
200,202
200,237
200,474
201,234
201,351
201,347
202,499
202,237
203,371
203,248
203,280
204,238
204,468
204,227
205,360
205,318
206,367
207,355
207,257
208,298
208,380
210,393
210,249
210,446
211,212
212,436
213,243
213,431
214,343
214,359
214,392
214,279
215,382
216,379
216,262
216,426
217,356
217,474
217,268
217,302
218,408
218,330
218,448
219,328
220,444
220,256
220,303
222,293
222,361
222,458
222,469
223,391
223,495
223,246
224,419
224,443
224,312
224,450
225,333
225,459
226,277
226,478
227,238
227,422
227,472
228,272
228,291
228,363
230,264
230,364
230,447
230,335
231,344
231,314
231,467
232,272
232,352
232,489
233,346
233,399
233,311
234,480
234,365
235,349
235,340
235,296
236,368
236,377
236,441
236,402
237,499
238,468
239,286
240,386
240,464
240,428
241,390
241,278
242,254
242,485
243,379
243,431
243,253
243,321
244,453
245,336
245,397
246,495
247,487
247,374
247,305
247,322
248,280
248,371
249,488
249,393
250,440
250,281
250,309
250,463
252,462
252,432
252,299
253,324
253,431
253,471
254,451
254,490
254,485
255,319
255,436
255,308
255,414
255,423
256,444
256,303
256,435
257,381
257,443
258,475
258,415
258,288
259,309
259,463
260,404
260,314
260,325
261,439
261,448
262,379
263,403
263,395
263,434
264,447
264,364
264,366
264,335
265,383
265,412
265,410
266,276
266,385
266,283
266,430
267,372
267,405
267,317
268,302
268,356
269,420
269,373
270,397
270,348
270,290
271,295
272,352
273,362
273,428
273,464
273,394
274,350
275,360
276,385
276,466
277,478
277,353
278,285
278,313
279,452
279,392
279,388
279,301
281,440
281,470
281,288
281,396
282,421
282,451
282,358
283,430
284,449
284,375
284,407
284,326
287,465
287,388
288,396
288,470
289,320
290,342
290,348
291,363
291,413
291,461
292,332
292,416
293,361
293,469
293,458
294,461
294,493
294,481
294,413
296,340
296,349
297,485
297,333
297,337
298,380
299,432
299,442
299,462
299,445
300,401
300,354
300,334
301,357
301,433
301,452
302,356
303,444
303,435
304,384
304,486
305,487
306,427
306,483
306,424
307,479
307,365
307,467
307,480
308,414
308,319
308,341
308,436
309,463
310,496
310,454
310,439
311,346
312,419
312,497
313,460
313,390
314,467
314,344
314,404
315,369
315,492
317,466
318,455
319,436
319,414
319,423
320,376
320,477
321,471
321,346
321,324
322,374
322,483
322,487
323,442
323,445
324,431
324,471
325,422
325,404
326,449
326,375
327,446
327,393
328,380
329,412
329,383
330,408
330,427
331,499
331,339
332,416
333,459
333,337
335,364
336,358
336,397
338,373
339,499
340,349
342,348
342,457
343,359
343,392
344,467
344,479
345,411
345,452
346,389
347,367
347,395
347,403
347,351
350,484
351,367
352,489
353,473
353,418
354,401
356,474
357,433
357,400
358,398
359,392
359,370
361,458
362,428
362,464
362,476
363,413
364,447
365,480
365,479
365,467
366,447
367,395
367,403
368,441
368,377
368,402
369,492
370,437
370,439
372,405
373,498
373,420
374,487
374,483
375,449
375,407
377,441
378,401
378,445
379,426
380,430
381,443
381,450
383,412
383,410
384,486
385,466
386,484
386,476
387,410
387,406
388,465
389,399
389,471
390,460
391,495
391,454
393,446
393,488
394,456
395,403
396,470
398,482
398,494
400,433
400,452
402,441
403,434
406,410
407,449
408,448
409,411
413,461
417,494
417,482
418,473
419,497
420,498
421,451
421,457
422,472
422,429
424,438
425,475
428,464
428,476
429,472
430,466
432,462
434,435
435,444
437,439
437,491
438,489
442,445
443,450
451,490
454,496
458,469
461,493
461,481
469,486
481,493
482,494
485,490
37,138,165,228,245,248,257,258,306,315
